psychological_safety,clinical_curiosity,decision_confidence,team_cohesion,leadership_support,reflective_practice,adaptive_focus,professional_vitality,cognitive_agility,service_excellence
37.71,50.39,56.59,0,0,30.42,32.2,22.2,15.65,1
42.44,62.42,61.66,0,0,32.74,30.9,19.88,22.04,0
53.15,69,62.68,0,1,41.93,36.07,28.38,22.42,1
39.55,64.15,54.7,1,1,47.6,30.05,27.96,25.08,1
62.71,76.54,67.07,1,1,61.43,33.89,37.99,30.38,1
50.3,52.47,57.45,0,0,34.21,32.76,30.36,20.75,1
76.99,82.38,91.56,0,1,42.62,56.59,41.82,38.09,1
47.44,68.31,66.81,0,0,35.76,21.53,24.33,28.25,1
48.08,71.32,73.76,1,1,41.32,53.77,39.04,23.59,1
64.65,68.5,68.09,0,1,41.67,40.6,29.47,27.75,1
47.14,59.06,56.37,1,1,42.37,38.77,40.4,28.47,1
73.14,83.79,83.36,0,1,46.72,48.01,42.04,36.47,1
60.79,68.14,65.21,1,1,43.83,43.15,27.23,28.18,1
51.35,61.97,60.47,1,1,40.83,31.79,31.35,17.3,1
53.07,70.26,67.4,0,1,44.88,38.46,35.77,25.31,1
89.21,97.99,85.83,1,0,61.67,39.97,37.37,35.97,1
60.86,77.5,74.12,0,1,39.81,40.24,30.05,22.9,1
56.81,70.63,67.36,1,0,57.17,34.93,37.42,34.86,1
53.41,59,54.29,0,0,36.03,35.71,34.6,20.47,1
67.45,74.76,73.2,1,1,51.94,50.17,42.88,29.74,1
36.78,46.67,53.43,0,1,23.09,35.31,26.9,21.89,1
52.83,61.57,58.03,1,0,52.57,27.27,38.02,32.63,1
21,44.2,56.12,0,1,28.84,37.61,31.19,23.1,1
48.6,62.44,55.15,0,1,28.17,36.06,35.54,25.2,1
65.18,87.14,74.87,0,0,42.89,35.32,19.21,15.43,1
71.59,80.27,79.98,0,1,47.39,45.63,39.39,26.01,1
62.27,74.16,71.66,1,0,48.16,37.67,27.96,32.89,1
62.68,71.84,65.36,1,0,54.74,36.69,33.2,28.94,1
34.41,55.43,57.64,1,0,34.93,23.69,25.47,25.63,1
46.86,70.14,59.48,0,0,35.45,29.16,27.81,19.52,1
72.69,80.54,81.25,1,0,56.82,55.55,43.81,31.71,1
48.71,70.68,72.18,0,0,35.18,36.38,29.86,21.3,1
53.37,64.44,67.04,1,0,35.62,35.49,32.65,30.96,1
45.33,65.46,63.3,1,1,37.4,39.08,27.61,24.29,1
43.79,57.37,54.23,0,0,27.31,34.5,34.29,11.55,1
49.36,61.4,56.42,1,0,44,26.33,32.73,17.84,1
47.07,48.17,57.03,0,0,33.02,25.2,20.92,26.26,1
66.49,64.06,70.71,1,1,50.05,45.5,36.14,23.19,1
57.58,67.46,63.61,1,0,47.87,33.81,26.98,24.16,1
67.23,79.94,76.78,0,1,43.63,47.34,43.44,34.97,1
38.35,53.51,64.26,1,1,31.16,36.02,25.85,10.53,1
69.71,72.22,70.16,1,1,47,49.42,44.58,24.62,1
55.26,60.68,64.34,0,0,43.52,36.69,40.97,27.86,1
77.07,87.32,84.2,1,0,57.3,44.28,36.44,30.88,1
54.37,59.64,64.77,1,1,45.07,45.4,35.69,32.12,1
37.08,57.82,64.81,1,1,40.63,50.59,31.97,22.96,1
70.41,81.99,83.96,0,1,44.63,59.55,45.53,27.31,1
53.36,74.01,64.83,0,1,37.44,35.38,28.29,18.83,1
29.17,61.65,57.32,1,0,34.41,30.46,24.27,17.51,1
56.74,66.05,54.55,0,0,43.68,30.05,26.7,25.94,1
57.77,67.65,64.86,0,0,45.88,35.05,26.93,23.22,1
67.91,84.61,68.94,0,1,40.38,43.64,42.97,33.41,1
11.95,33.69,29.71,1,0,30.17,24.1,28.36,27.65,0
68.79,67.22,70.76,1,1,50.8,39.94,33.89,34.78,1
49.3,57.37,69.9,0,1,38.33,44.31,43.78,29.76,1
78.11,85.91,84.17,0,1,46.15,52.49,45.38,21.35,1
34.38,43.51,56.36,0,0,21.22,29.93,25.25,13.12,0
61.54,83.27,65.16,1,0,54.07,29.34,20.99,25,1
59.94,77.76,66.86,1,1,57.45,39.8,39.56,41.98,1
49.93,56.87,54.76,1,1,41.81,49.18,40.57,24.06,1
45.71,54.18,52.57,1,0,47.28,40.77,29.12,23.79,1
50.52,63.71,67.59,0,0,33.02,29.65,32.51,25.7,1
50.84,60.58,55.75,0,0,37.4,30.4,30.86,24.98,1
39.96,54.35,50.19,0,1,30.46,33.1,29.11,22.97,1
66.92,79.27,71.82,1,1,51.04,52.74,46.07,31.09,1
41.89,55.25,44.63,0,1,30.44,29.47,24.87,20.53,0
67.28,84.02,75.8,0,0,38.5,41.09,32.47,26.79,1
33.53,55.35,55.83,1,1,41.16,32.23,29.64,18.89,1
52.87,70.79,65.84,1,1,41.26,42.39,41.03,28.31,1
53.05,57.87,60.18,1,1,51.2,38.4,30.44,17.74,1
54.81,57.51,61.24,1,1,42.61,44.98,34.33,22.78,1
66.48,74.75,70.15,0,0,40.8,34.69,30.8,27.72,1
52.57,75.17,67.33,1,0,48,39.7,35.98,29.89,1
49.5,69.42,64.35,0,1,40.36,34.05,32.55,28.92,1
52.61,68.93,66.59,1,0,51.56,31.47,27.79,23.84,1
66.77,82.56,74.45,1,0,44.44,41.92,34.59,20.64,1
40.53,48.75,45.85,1,0,34.85,32.16,28.67,21.1,1
42.75,48.42,53.95,1,1,47.67,38.96,31.86,31.63,1
31.52,56.44,45.81,1,0,28.99,24.17,22.83,15.23,1
79.33,80.85,75.72,1,0,58.81,45.99,33.33,29.18,1
41.08,51,50.93,0,0,27.8,32.06,19.25,15.39,1
32.37,52.93,47.39,1,0,31.24,27.52,25.97,14.33,0
45.29,57.48,53.77,0,0,20.19,42.33,22.32,10.69,0
47.65,60.01,62.7,1,0,45.96,29.86,29.32,30.98,1
72.59,81.49,86.63,0,0,38.97,51.29,32.36,26.78,1
49.42,63.11,54.17,1,0,43.08,22.19,21.14,13.56,1
58.5,59.12,59.98,0,0,33.7,22.22,17.11,11.9,1
33.51,47.32,49.8,1,1,37.39,34.12,27.37,19.41,1
57.5,72.47,69.71,1,1,47.32,39.83,30.83,28.19,1
35.21,47.29,41.5,1,1,26.17,40.33,35.53,18.9,0
51.24,61.5,62.11,1,0,38.83,33.36,25.69,22.97,1
45.88,57.67,58.19,0,0,27.39,26.06,14.77,14.34,1
55.7,51.46,59.75,0,1,38.79,33.55,36.15,18.81,1
62.61,72.57,64.71,1,0,42.5,40.68,30.64,21.35,1
38.97,50.56,52.28,1,1,37.58,45.23,42.38,25.83,1
41.36,59.54,53.7,1,1,41.14,39.44,38.8,22.65,1
57.32,69.55,68.99,0,0,37.83,33.33,27.36,22.51,1
63.25,67.67,76.41,0,0,45.68,46.21,38.21,31.56,1
72.01,81.81,82.03,0,0,35.53,36.41,30.39,18.76,1
49.34,59.09,57.47,0,1,29.66,28.94,29.75,20.21,1
37.1,48.7,52.35,0,0,32.41,28.57,21.48,17.55,1
57.24,59.16,62.77,1,1,53.89,36.46,36.06,25.21,1
45.46,61.73,53.72,0,0,27.19,30.16,24.88,19.57,1
43.91,57.02,68.05,1,0,49.81,29.54,31.7,28.24,1
71.9,75.83,77.6,0,0,53.04,35.86,34.67,32.59,1
62.42,62.42,69.86,0,1,46.08,44.47,35.01,22.89,1
46.26,66.29,59.06,0,0,36.88,30.98,24.45,22.39,1
54.78,64.39,57.93,1,1,43.49,28.23,28.32,26.83,1
53.97,67.52,63.04,1,0,42.54,36.96,31.46,28.61,1
56.98,69.57,68,0,0,47.12,41.29,30.66,33.67,1
50.13,54.36,56.56,1,0,45.86,33.24,31.75,22.78,1
32.2,53.27,47.17,1,0,38.79,37.77,38.15,26.91,1
43.28,55.93,60.32,0,1,38.75,50.57,31.03,19.76,1
48.62,60.25,57.33,1,0,40.42,33.46,17.73,24.31,1
55.34,54.86,66.08,1,0,43.38,37.24,29.76,20.43,1
42.01,63.87,59.66,0,1,30.38,33.27,27.17,18.28,1
57.24,68.54,65.22,1,0,49.36,36.39,42.61,25.56,1
50.42,61.52,60.57,1,0,41.31,32.08,19.21,20.32,1
45.89,55.25,56.33,1,1,38.08,29.73,27.83,18.83,1
39.76,54.47,56.35,1,1,43.55,28.43,33.6,29.38,1
60.36,74.1,65.06,0,1,34.39,42.59,45.43,33.67,1
60.09,69.58,77.59,1,0,44.74,35.54,35.06,42.89,1
64.6,76.28,76.95,1,1,50.76,43.18,38.15,26.91,1
61.59,64.63,72.61,0,1,52.28,32.69,39.13,29,1
62.49,60.87,58.04,1,0,49.96,27.03,37.05,28.56,1
59.58,65.01,67.69,0,1,35.07,46.56,33.96,27.34,1
33.9,48.27,54.74,0,1,17.87,33.08,21.32,24.23,1
51.65,57.51,66.95,1,0,35.2,39.64,32.08,18.01,1
37.81,52.92,44.84,0,1,31.6,29.95,31.96,24.54,1
71.43,76.96,70.73,0,1,43.21,33.52,34.66,26.88,1
54.83,54.81,57.11,0,0,33.03,31.84,31.35,19.73,1
70.24,82.11,79.51,1,1,51.06,53.96,41.05,39.73,1
42.64,55.62,50.59,0,1,28.13,38.73,28.77,18.53,1
53.9,58.5,66.78,1,0,36.58,40.85,35.66,20.92,1
58.16,59.5,57.23,1,1,49.84,34.95,35.14,27.71,1
51.03,76.95,60.3,1,1,44.55,27.03,27.06,28.01,1
57.25,64.99,65.83,1,0,53.46,38.42,28.11,24.23,1
72.79,66.8,67.69,1,1,57.76,32.92,35.26,27.79,1
42.62,48.22,52.48,1,0,32.4,24.67,25.99,15.18,1
23.34,42.99,43.77,1,1,24.56,28.05,25.98,17.54,1
74.21,76.22,82.45,0,1,52.3,45.46,44.43,34.86,1
45.5,57.64,61.41,1,0,42.41,40.14,25.91,22.98,1
68.47,76.09,73.46,1,0,53.53,43.62,38.9,32.54,1
62.82,71.91,63.52,0,1,31.46,32.43,32.9,19.64,1
52.4,64.06,61.06,1,0,43.24,39.17,35.3,15.47,1
59.56,68.6,65.29,1,0,52.85,25.95,30.02,19.38,1
41.31,65.67,53.82,1,1,31.17,41.51,29.21,28.99,1
56.03,64.87,68.59,1,1,50.27,40.35,34.55,32.08,1
62.13,78.24,66.62,0,0,42.28,39.39,36.97,39.49,1
45.71,60.52,52.75,1,1,31.74,40.19,32.6,26.87,1
50.44,68.55,61.57,0,0,36.03,37.21,29.72,19.44,1
58.75,72.42,63.77,1,1,43.52,42.75,40.04,26.84,1
70.88,84.99,77.46,1,0,50.69,45.2,42.95,27.47,1
54.96,81.46,66.38,0,1,39.43,43.65,35.63,26.88,1
49.83,61.88,59.64,0,0,29.58,23.31,21.57,22.09,0
53.24,67.6,64.07,0,1,37.62,46.26,24.85,23.24,1
68.92,88.07,82.54,0,1,42.63,56.66,43.16,30.81,1
47.3,61.9,62.19,0,0,28.17,34.75,26.47,23.2,1
51.4,47.69,52.96,0,1,29.31,30.16,25.01,13.63,1
47.41,57.87,60.37,0,1,36.81,42.94,32.28,15.95,1
52.55,62.26,61.02,0,0,35.88,34.38,30,18.04,0
57.56,68.97,74.15,0,1,41.12,38.55,32.36,32.57,1
67.41,71.69,67.59,1,1,59.08,46.43,42.15,31.82,1
29.51,61.03,53.11,1,1,35.36,29.41,27.08,21.39,1
61.67,84.35,76.81,0,1,45.84,38.81,30.96,28.44,1
44.3,48.45,48.91,1,0,42.25,26.24,25.73,27.24,1
62.12,66.04,73.28,0,0,34.56,43.77,32.51,23.61,1
69.88,83.76,81.66,0,0,43.99,45.99,29.97,24.99,1
66.95,70.32,73.88,0,1,34.99,46.34,36.54,12.1,1
56.9,65.2,67.73,0,1,34.45,42.69,29.41,16.16,1
65.01,69.03,72.82,1,1,55.58,47.81,44.44,34.07,1
43.68,66.21,58.81,0,0,34.55,38.98,35.36,25.23,1
54.19,65.21,66.91,0,1,37.2,40.17,29.02,10.65,1
73.23,87.46,76.02,0,1,52.19,48.6,35.9,29.5,1
45.53,55.68,52.29,1,0,45.43,29.19,37.76,31.99,1
57.37,72.81,71.27,1,0,43.33,33.06,30.66,23.78,1
50.57,61.35,61.14,0,1,38.82,37.46,30.74,18.03,1
52.66,65.65,65.54,0,0,27.52,39.42,32.75,19.79,1
59.87,67.33,64.14,0,0,37.6,32.88,23.05,25.31,1
51.77,62.27,58.47,0,0,37.45,31.08,26.8,23.05,1
54.96,65.67,63.07,1,0,43.61,35.32,28.4,31.46,1
48.95,63.21,62.3,1,1,46.15,43.22,35.02,26,1
33.1,54.53,51.57,1,1,36.62,35.02,31.27,24.81,1
57.32,62.27,67.72,1,1,48.04,37.01,31.26,26.9,1
60.27,62.28,62.72,0,0,44.94,23.43,23.94,16.91,1
71.59,86.26,72.34,1,1,53.16,47.25,40.13,23.17,1
53.42,77.31,73.02,0,1,44.35,43.8,41.92,32.66,1
38.26,59.47,63.09,1,0,41.57,30.36,32.23,29.1,1
45.95,67.32,65.81,0,0,39.64,32.54,32.57,42.95,1
61.48,68.88,72.52,1,1,52.56,48.66,43.67,30.39,1
53.99,69.19,62.34,0,1,27.77,37.67,29.45,13.35,1
58.35,71.37,70.5,1,0,49.52,37.07,24.52,23.3,1
50.76,64.12,65.86,1,0,44.67,33.76,33.15,19.93,1
77.44,77.98,77,0,1,49.68,47.42,43.64,23.33,1
75.74,72.08,67.35,0,0,45.65,19.9,26.55,25.6,1
43.82,65.33,62.44,1,0,51.17,40.38,33,28.64,1
65.91,79.12,81.85,1,1,58.43,44.66,44.78,39.82,1
58.65,65.03,62.96,0,1,36.79,41.3,25.45,23.67,1
55.16,68.49,77.15,1,0,38.01,40.71,33.65,27.16,1
44.68,55.77,55.94,1,0,33.35,23.22,26.89,21.46,1
74.46,86.43,82.99,1,1,60.87,46.05,42.44,31.41,1
68.98,79.92,71.13,0,0,40.08,43.88,33.55,27.44,1
37.51,62.44,47.88,1,0,40.03,28.56,22.54,8.79,1
71.6,79.48,81.17,0,0,45.01,47.15,39.12,26.55,1
54.54,65.42,67.65,1,0,48.45,51.35,48.54,29.72,1
47.83,61.13,46.2,1,0,42.01,27.63,22.71,28.19,1
43.28,74.26,65.52,1,0,37.86,32.67,32.94,27.08,1
66.34,78.89,72.92,0,0,48.25,34.52,25,17.13,1
59.8,70.52,73.17,1,1,51.94,44.34,47.07,33.28,1
44.51,63.81,64.73,1,0,42.07,36.43,36.93,19.65,1
45.27,57.55,53.14,0,0,35.4,25.88,23.73,24.77,1
50.35,64.91,68.16,1,1,42.3,51.23,35.57,23.1,1
48.85,67.74,64.28,0,1,29.72,37.09,31.1,15.59,1
61.33,55.49,61.37,0,0,43.05,29.12,24.4,12.02,1
59.54,61.73,66.12,1,0,49.16,35.58,22.08,21.41,1
47.37,53.07,60.34,1,1,36.01,39.2,29.36,17.88,1
35.11,49.31,42.1,0,0,30.26,17.32,11.38,18.66,1
38.99,52.15,48.89,1,1,40.43,32.9,20.19,22.05,0
65.44,76.82,66.76,0,1,39.81,37.68,23.61,16.15,1
43.06,61.33,62.25,0,0,37.65,34.01,29.59,29.03,1
56.33,76.1,82.19,1,0,47.37,39.98,37.04,26.8,1
33.84,48.48,44.58,1,1,28.54,39.32,21.42,17.68,1
59.76,67.47,62.89,0,0,40.63,36.76,28.79,19.66,1
78.03,80.69,82.5,1,1,62.24,50.03,48.84,42.24,1
39.06,48.94,57.49,0,0,31.14,28.5,27.01,19.91,0
61.6,72.4,72.84,1,0,45.26,30.84,26.61,36.87,1
58.27,61.39,64.91,0,1,39.06,44.02,24.93,22.52,1
66.01,81.44,69.03,0,0,43.84,31.1,35.32,33.8,1
53.43,66.67,63.37,0,0,32.03,28.58,17.2,24.61,1
58.27,73.62,69.68,0,0,24.88,36.56,23.91,3.58,1
57.18,77.61,80.69,0,0,50.99,45.48,27.26,31.29,1
61.87,57.8,61.68,0,0,41.65,26.62,20.12,21.47,1
44.93,57.9,57.53,0,0,34.3,23.46,21.09,19.14,1
57.31,64.4,63.66,1,0,44.09,40.01,34.68,20.09,1
64.72,76.32,67.8,0,1,42.39,37.54,41.65,34.06,1
69.02,81.82,87.39,1,0,59.23,42.27,44.29,36.04,1
60.95,73.3,66.39,1,0,50.9,39.87,37.33,29.02,1
41.42,56.88,51.97,1,1,32.26,40.11,23.61,20.45,1
36.36,51.26,53.94,1,0,45.95,18.01,13.69,12.67,1
59.9,75.5,67.02,0,0,39.66,30.67,34.14,24.84,1
42.86,57.32,59.31,0,0,29.46,32.84,38.27,21.33,0
65.13,84.04,84.61,0,1,40.72,52.47,29.3,26.33,1
51.55,60.61,55.23,0,0,33.32,37.73,33.73,25.97,1
67.14,86.32,77.47,0,1,42.46,48.58,33.56,29.12,1
80.51,78.29,75.69,0,0,55.94,38.32,40.48,27.84,1
54.25,67.33,67.02,0,1,38.81,35.48,37.81,26.41,1
53.61,65.69,68.45,1,0,48.31,50.97,34.4,27.95,1
67.16,71.16,65.85,1,1,54.09,43.69,38.84,35.39,1
67.77,67.7,69.38,1,1,62.18,47.18,42.52,35.89,1
75.42,87.15,79,0,1,42.7,54.04,37.29,36.44,1
57.36,68.02,68.37,0,0,40.58,35.67,27.96,18.24,1
47.41,66.29,58.42,1,0,46.97,28.13,27.83,20.58,1
55.09,77.03,70.49,1,0,46.33,31.43,33.69,27,1
47.52,64.7,66.07,0,0,29.73,34.69,26.61,21.28,0
57.88,74.19,70.02,0,0,36.14,45.68,33.68,28.98,1
44.58,56.16,60.58,0,0,28.42,31.52,29.74,23.4,1
65.82,82.95,76.16,0,0,45.33,35.11,44.1,39.41,1
63.37,81.72,79.98,1,1,42.02,43.67,29.43,19,1
56.67,70.93,62.69,1,1,52.29,46.13,37.85,34.58,1
55.31,65.18,59.97,1,1,49.6,41.61,33.16,36.27,1
52.64,64.81,72.16,0,1,28.98,39.46,26.21,19.62,1
70.75,79,76.47,1,1,45.65,36.69,35.81,27.9,1
69.25,79.74,84.33,1,0,65.09,40.03,25.73,28.2,1
56.75,67.53,73.24,0,0,40.27,32.57,28.31,30.07,0
44.72,56.82,58.86,0,0,34.71,32.86,25.49,18.91,1
40.88,54.66,49.91,1,0,50.27,38.08,29.7,18.41,1
58.45,68.87,70.8,0,1,33.24,47.39,36.42,31.37,1
47.34,67.88,60.89,0,0,28.32,23.99,14.71,3.03,1
60.71,64.97,62.9,1,0,46.5,29.85,26.17,22.54,1
50.36,51.16,51.08,0,1,33.43,34.65,21.58,21.91,0
64.29,64.12,65,0,1,44.99,46.37,32.21,17.89,1
57.49,69.48,66.71,1,1,51.25,46.19,41,18.38,1
66.98,76.92,70.74,1,0,63.53,48.19,46.56,36.54,1
28.19,53.19,43.92,1,0,36.19,19.96,30.16,18.64,1
52.28,79.12,70.97,1,0,45.05,40.59,36.01,21.88,1
81.6,85.24,75.5,0,1,47.22,40.22,23.88,20.83,1
24.96,50.1,51.39,0,0,34.45,33.68,17.68,21.14,0
65.11,70.37,66.26,0,0,46.2,27.33,21.97,29.76,1
60.02,76.65,63.03,1,1,40.05,38.4,32.45,32.5,1
70.43,79.55,70.08,1,0,52.31,33.59,38.64,37.46,1
52.92,57.54,59.95,1,0,49.18,35.03,38.99,29.29,1
69.28,78.94,77.63,0,1,41.19,39.26,31.44,23.37,1
69.6,80.36,78.03,1,0,61.53,37.66,37.15,36.11,1
57.36,70.36,61.99,1,0,44.88,32.89,37.86,21.1,1
41.03,54.14,59.63,1,0,35.24,28.47,22.28,10.72,1
65.96,83.34,82.64,0,0,44.66,45.5,40.97,32.52,1
43.32,64.36,65.51,1,1,33.51,37.38,33.98,31.23,1
53.35,69.18,70.39,1,1,50.03,37,31.27,30.18,1
66.36,70.63,71.09,1,0,52.54,40.83,34.09,31.55,1
68.1,73.76,75.75,0,1,48.02,39.86,41.33,25.52,1
50.82,68.08,72.24,0,0,37.43,32.8,26.06,12.98,1
62.52,82.16,76.61,1,0,49.93,43.45,34.88,33.25,1
36.49,58.6,55.22,0,1,35.82,26.93,21.65,10.68,1
49.33,60.95,57.33,1,1,41.26,38.12,31.41,18.05,1
72.63,80.46,70.86,1,0,58.83,40.19,35.32,27.4,1
71.12,85.8,88.71,0,1,47.55,45.26,44.74,24.76,1
63.03,64.53,67.89,0,0,42.79,44.21,36.12,26.08,1
53.3,56.6,68.04,1,1,43.92,42.59,37.04,28.82,1
65.17,80.22,79.57,0,0,37.77,41.03,23.31,25.22,1
54.72,66.91,68.99,1,0,47.27,25.72,28.59,18.76,1
57.02,62.17,72.03,1,1,40.97,38.73,22.88,21.14,1
56.06,65.96,65.56,1,1,37.2,44.84,37.78,14.17,1
45.69,57.21,55.76,0,0,34.78,30.78,24.89,15.76,0
63.71,75.85,67.14,0,0,34.52,35.08,22.76,14.15,1
42.16,55.92,52.24,1,0,46.63,17.41,28.79,17.68,1
64.31,75.89,66.88,0,0,39.12,35.17,30.4,26.46,1
43.47,67.16,61.67,0,0,32.42,35.55,26.13,26.23,1
46.34,60.95,52.49,1,0,38.27,21.45,25.01,21.68,1
20.91,40.1,34.13,0,0,21.48,15.87,11.08,6.23,0
53.13,61.82,52.56,0,0,40.51,29.16,17.96,19.47,1
57.27,65.15,61.82,1,0,51.64,40.9,30.45,31.55,1
64.92,73.09,70.22,0,0,39.98,29.21,26.24,23.15,1
70.73,84.22,69.19,1,0,50.34,33.99,33.54,26.83,1
37.12,57.61,53.08,0,1,14.61,35.65,16.57,11.87,1
66.82,66.28,75.68,1,0,58.8,33.65,31.99,33.65,1
49.43,73.36,74.34,1,0,40.24,42.19,31.12,20.86,1
54.14,62.34,63.56,0,1,38.14,35.12,26.48,24.63,1
53.74,62.06,60.1,0,1,41.86,37.48,26.25,22.39,1
49.61,61.21,55.98,1,0,53.19,30.79,30.29,23.87,1
44.32,70.61,64.16,0,0,25.68,36.39,35.71,30.71,1
58.35,72.62,69.07,0,0,36.34,37.02,28.79,20.33,1
64.73,74.95,76.85,0,1,39.89,44.15,34.35,24.26,1
39.88,51.43,55.8,1,0,30.09,27.5,19.43,16.03,1
54.77,67.17,66.18,0,0,37.52,34.28,24.08,25.36,1
47.45,74.28,67.45,0,1,32.16,33.8,25.38,25.53,1
68.15,81.36,72.36,1,0,50.79,34.85,34.76,29.57,1
60.92,68.05,55.69,1,1,44.48,34.57,35.95,21.72,1
73.1,77.78,79.31,0,0,46.96,40.67,34.29,17.36,1
36.41,55.95,51.55,0,1,29.62,27.78,28.84,31.31,1
67.41,81.35,81.13,1,0,52.66,42.39,33.24,32.36,1
56.95,60.83,61.1,1,1,44.02,49.13,41.77,31.91,1
46.3,62.07,59.8,1,0,44.56,23.26,21.21,25.59,1
60.87,74.99,67.64,1,1,50.75,39.15,36.37,29.4,1
73.79,87.91,88.12,1,1,52.16,48.74,39.33,30.61,1
74.26,73.47,74.53,0,1,45.79,51.36,41.85,28.92,1
64.87,87.49,73.45,1,0,48.39,40.1,35.17,30.96,1
43.1,54.89,53.38,1,0,33.8,33.49,20.85,9.39,1
58.72,66.41,58.59,0,1,37.63,37.83,25.37,16.55,1
59.11,66.33,66.14,1,1,42.77,47.07,40.78,24.72,1
69.9,80.95,70.05,0,1,45.3,46.68,36.18,28.67,1
53.02,59.21,53.21,0,0,36.57,27.26,24.25,23.04,1
55.19,76.81,81.18,1,0,40.15,45.32,36.9,18.7,1
47.16,57.61,69.02,0,0,36.14,30.93,28.1,22.19,0
63.02,73.02,70.73,1,0,44.3,42.71,33.95,32.61,1
52.42,57.59,65.7,1,0,43.27,31.48,26.79,17.07,1
57.23,64.79,62.26,1,0,39.54,29.65,28.87,21.89,1
49.37,49.94,51.77,0,1,31.93,35.13,24.99,16.67,1
55.57,66.5,68.26,0,1,35.01,51.42,30.88,24.01,1
42.04,55.91,59.89,0,0,42.07,36.79,17.99,21.66,1
56.93,57.13,60.12,1,1,39.67,47.55,32.93,31.42,1
47.77,59.72,66.23,1,1,41.29,38.92,31.83,30.04,1
63.39,75.57,79.7,1,1,44.02,48.42,28.79,23,1
77.17,91,89.23,0,1,55.2,45.63,51.44,34.96,1
65.15,68.41,68.81,1,1,60.23,37.41,45.93,27.1,1
41.56,45.26,58.83,1,0,37.09,28.8,25.87,23.44,1
50.69,62.28,68.55,1,0,51.64,26.05,29.41,32.58,1
35.68,62.53,56.06,0,1,29.51,44.42,23.25,19.15,1
55.16,64.45,65.44,0,0,36.38,29.14,34.62,25.92,1
